"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 09 14:18:37 IST 2024","Tue Apr 09 14:18:38 IST 2024","206","tests.unit.master_data","test_analytical_method_master_data","TestAnalyticalMethodMasterData","","","Unarchive the analytical method from master data","This method is used to Unarchive the analytical method from master data"
"passed","Tue Apr 09 12:57:46 IST 2024","Tue Apr 09 12:58:07 IST 2024","20820","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent sal from list of equipment  when upper limit for all criteria (toxicity,default ARL) criteria is selected and sal unit is mg"
"skipped","Tue Apr 09 12:55:03 IST 2024","Tue Apr 09 12:55:03 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production for Intermediate","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg/ml"
"skipped","Tue Apr 09 13:04:13 IST 2024","Tue Apr 09 13:04:13 IST 2024","0","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test SAL of Production(Intermediate) for Default Criteria in API Facility","This test case tests SAL when Default Criteria in Policy is selected for each Equipment mapped to Production(Intermediate) in API Facility"
"passed","Tue Apr 09 14:35:24 IST 2024","Tue Apr 09 14:35:24 IST 2024","127","tests.unit.master_data","test_active_master_data","TestActiveMasterData","","","Add new Active in master data","This method is used to add new active to the master data"
"passed","Tue Apr 09 14:18:41 IST 2024","Tue Apr 09 14:18:41 IST 2024","318","tests.unit.master_data","test_nitrosamine_master_data","TestNitrosamineMasterData","","","Unarchive the Nitrosamine from master data","This method is used to Unarchive the Nitrosamine from master data"
"passed","Tue Apr 09 13:44:53 IST 2024","Tue Apr 09 13:44:55 IST 2024","1439","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Select only one equipment entities from each production","This test case tests API to select only one equipment entities from each productionmulti-production protocol"
"passed","Tue Apr 09 14:08:48 IST 2024","Tue Apr 09 14:09:33 IST 2024","45553","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Submit the protocol to review and approve when the default unit is sqm and l","This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve when the default unit is sqm and l"
"passed","Tue Apr 09 14:19:13 IST 2024","Tue Apr 09 14:19:14 IST 2024","1119","tests.unit.production","test_sample_location","TestSamplingLocation","","","archive sample of sampling location","This test case test API to archive the sample of sampling location on equipment"
"passed","Tue Apr 09 13:04:15 IST 2024","Tue Apr 09 13:04:19 IST 2024","4254","tests.scenarios","test_nitrosamine_chemical_limits","TestNitrosamineChemicalSampleLimit","","","Test the swab & rinse limit of Nitrosamine map to production","This test case test the swab & rinse sample limit of Nitrosamine map with production whenswab & rinse sample unit is in ppm"
"failed","Tue Apr 09 14:11:54 IST 2024","Tue Apr 09 14:11:55 IST 2024","1170","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split rinse samples of room grade","This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split rinse samples of room grade"
"passed","Tue Apr 09 13:52:28 IST 2024","Tue Apr 09 13:52:39 IST 2024","10241","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for non split when select custom of both direct and indirect and validate the limits"
"passed","Tue Apr 09 13:44:44 IST 2024","Tue Apr 09 13:44:45 IST 2024","1091","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Add New Protocol for Multi-production","This test case tests API to add new protocol for multi-production"
"passed","Tue Apr 09 14:14:56 IST 2024","Tue Apr 09 14:15:41 IST 2024","45279","tests.scenarios.multi_production_protocol.study","test_study_multi_production_protocol","TestStudyMultiProductionProtocol","","","Create the study from approved protocol","This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol when surface area is sqcm and volume is l"
"passed","Tue Apr 09 14:05:13 IST 2024","Tue Apr 09 14:05:19 IST 2024","6279","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the atomic absorption residue verification final summary page for custom policy","This test case tests API to Create Protocol for atomic absorption residue verification and validate the final summary details for custom policy"
"passed","Tue Apr 09 12:59:54 IST 2024","Tue Apr 09 13:00:04 IST 2024","10378","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when only toxicity criteria is selected & default surface area is sqin & default surface area is sqin"
"failed","Tue Apr 09 14:10:29 IST 2024","Tue Apr 09 14:10:31 IST 2024","1201","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples non split","This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples non split"
"skipped","Tue Apr 09 14:18:40 IST 2024","Tue Apr 09 14:18:40 IST 2024","0","tests.unit.master_data","test_intemediate_master_data","TestIntermediateMasterData","","","Unarchive the Intermediate from master data","This method is used to Unarchive the Intermediate from master data"
"passed","Tue Apr 09 13:54:20 IST 2024","Tue Apr 09 13:54:25 IST 2024","4982","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqm and volume is ml"
"passed","Tue Apr 09 13:58:28 IST 2024","Tue Apr 09 13:58:36 IST 2024","7593","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the sampling profile when select custom for pH residue verification","This test case tests API to Validate the sampling profile when select custom for pH residue verification"
"passed","Tue Apr 09 14:18:35 IST 2024","Tue Apr 09 14:18:35 IST 2024","95","tests.unit.login_logout","test_features","TestFeatures","","","Get All Features of CLEEN Application","This test case Gets All Features of CLEEN Application"
"failed","Tue Apr 09 14:11:26 IST 2024","Tue Apr 09 14:11:27 IST 2024","1196","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the sample limits of Endotoxin residue verification for direct indirect bop","This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect"
"passed","Tue Apr 09 13:59:07 IST 2024","Tue Apr 09 13:59:14 IST 2024","6779","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the sampling profile for odour residue verification","This test case tests API to Validate the sampling profile odour residue verification"
"skipped","Tue Apr 09 12:55:03 IST 2024","Tue Apr 09 12:55:03 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production for Intermediate","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg"
"failed","Tue Apr 09 14:12:20 IST 2024","Tue Apr 09 14:12:21 IST 2024","1151","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade rinse samples for split","This test case tests API to Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade rinse samples for split"
"passed","Tue Apr 09 14:19:18 IST 2024","Tue Apr 09 14:19:18 IST 2024","235","tests.unit.quick_actions","test_quick_action_add_equipment","TestAddNewEquipment","","","Unarchive equipment","This method is used to unarchive the equipment"
"failed","Tue Apr 09 14:11:43 IST 2024","Tue Apr 09 14:11:45 IST 2024","1275","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & non split","This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & non split"
"passed","Tue Apr 09 13:53:45 IST 2024","Tue Apr 09 13:53:54 IST 2024","9246","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal and custom for bacterial of direct and based on policy for fungal and custom for bacterial indirect"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for nitrosamine","This test case test API to validate the master data snapshot report for nitrosamine with excel file data"
"failed","Tue Apr 09 14:11:53 IST 2024","Tue Apr 09 14:11:54 IST 2024","1162","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & split","This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & split"
"passed","Tue Apr 09 14:18:38 IST 2024","Tue Apr 09 14:18:38 IST 2024","101","tests.unit.master_data","test_cleaning_agent_master_data","TestCleaningAgentMasterData","","","Archive the cleaning agent from master data","This method is used to archive the cleaning agent from master data"
"passed","Tue Apr 09 14:19:23 IST 2024","Tue Apr 09 14:19:23 IST 2024","95","tests.unit.settings.sampling_location_assessment","test_sampling_location_assessment","TestSamplingLocationAssessment","","","Get Sampling location Assessment attribute Details","This test case tests API to get details of Sampling location Assessment attribute"
"passed","Tue Apr 09 14:18:40 IST 2024","Tue Apr 09 14:18:40 IST 2024","97","tests.unit.master_data","test_nitrosamine_master_data","TestNitrosamineMasterData","","","Get all details of Nitrosamine from master data","This method is used to get all details of Nitrosamine from master data"
"passed","Tue Apr 09 13:44:19 IST 2024","Tue Apr 09 13:44:44 IST 2024","24426","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqm_ml","TestInspectionMultiProductionProtocolSqmMl","","","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqm and volume as ml","This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqm and volume as ml"
"skipped","Tue Apr 09 13:52:14 IST 2024","Tue Apr 09 13:52:14 IST 2024","0","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for bioburden residue verification for split when unit is sqin and ml","This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqin and volume is ml"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for Samples & Sampling Location","This test case test API to validate the master data snapshot report for samples and sampling locations with excel file data"
"failed","Tue Apr 09 13:48:33 IST 2024","Tue Apr 09 13:48:44 IST 2024","10839","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select based on policy for Nitrosamine residue verification","This test case tests API to Create Protocol based on policy for nitrosamine residue verification when surface area is sqm and SAL mass unit is ug"
"failed","Tue Apr 09 14:12:11 IST 2024","Tue Apr 09 14:12:12 IST 2024","1139","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for non split","This test case tests API to Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for non split"
"passed","Tue Apr 09 13:21:21 IST 2024","Tue Apr 09 13:21:22 IST 2024","963","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & Validate the cleaning agent Residue Verification cleaning agent Samples","This test case tests API to create an inspection on equipment and validate the cleaning agent residue verification cleaning agent samples"
"skipped","Tue Apr 09 12:55:03 IST 2024","Tue Apr 09 12:55:03 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse sample limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On"
"failed","Tue Apr 09 14:10:33 IST 2024","Tue Apr 09 14:10:35 IST 2024","1221","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for rinse samples for split","This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for rinse samples for split"
"passed","Tue Apr 09 14:19:25 IST 2024","Tue Apr 09 14:19:25 IST 2024","288","tests.unit.user_management","test_user_management","TestUserManagement","","","Add new User with quality manager role","This test case API to add new user to CLEEN with quality manager role"
"passed","Tue Apr 09 13:49:35 IST 2024","Tue Apr 09 13:49:37 IST 2024","2928","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select custom for TOC residue verification","This test case tests API to Create Protocol custom for TOC residue verification"
"passed","Tue Apr 09 14:00:36 IST 2024","Tue Apr 09 14:00:51 IST 2024","15453","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the sample limits of bioburden residue verification for direct indirect custom","This test case tests API to Create Protocol for bioburden residue verification and validate the sample limits when select custom for direct and indirect"
"passed","Tue Apr 09 13:23:40 IST 2024","Tue Apr 09 13:23:42 IST 2024","1252","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & update the Cleaning details","This test case tests API to create an inspection on equipment and update the cleaning details and save the inspection"
"passed","Tue Apr 09 13:08:06 IST 2024","Tue Apr 09 13:08:08 IST 2024","2469","tests.scenarios","test_nitrosamine_limits","TestNitrosamineLimit","","","Test Nitrosamine SAL","This test case test the Nitrosamine sal from list of Production when SalMassUnit is mg"
"passed","Tue Apr 09 12:52:47 IST 2024","Tue Apr 09 12:52:58 IST 2024","11418","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ug/ml"
"passed","Tue Apr 09 13:47:42 IST 2024","Tue Apr 09 13:47:48 IST 2024","6163","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and add custom cleaning agent residue verification SAL","This test case tests API to Create Protocol and add custom cleaning agent residue verification SAL for Indirect and cleaning agent SAL limits for contact surface area"
"passed","Tue Apr 09 13:43:54 IST 2024","Tue Apr 09 13:44:19 IST 2024","24789","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqm_ml","TestInspectionMultiProductionProtocolSqmMl","","","Create Inspection on Equipment & Validate the Bioburden Residue Verification Endotoxin Samplesfor surface area sqm and volume as ml","This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples for surface area sqm and volume as ml"
"skipped","Tue Apr 09 12:53:21 IST 2024","Tue Apr 09 12:53:21 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production for Intermediate","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg"
"passed","Tue Apr 09 12:55:24 IST 2024","Tue Apr 09 12:55:38 IST 2024","14042","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ug/ml"
"passed","Tue Apr 09 13:47:51 IST 2024","Tue Apr 09 13:47:55 IST 2024","3266","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select based on policy for Nitrosamine residue verification","This test case tests API to Create Protocol based on policy for nitrosamine residue verification"
"failed","Tue Apr 09 14:11:36 IST 2024","Tue Apr 09 14:11:38 IST 2024","1546","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the sample limits of Endotoxin residue verification for when room grade is given zero","This test case tests API to Validate the sample limits of Endotoxin residue verification for when room grade is given zero"
"passed","Tue Apr 09 13:40:41 IST 2024","Tue Apr 09 13:41:06 IST 2024","25425","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqm_l","TestInspectionMultiProductionProtocolSqml","","","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqm and volume as l","This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqm and volume as l"
"passed","Tue Apr 09 14:36:06 IST 2024","Tue Apr 09 14:36:07 IST 2024","183","tests.unit.master_data","test_products_master_data","TestProductMasterData","","","Get all details of products from master data","This method is used to get all details of products from master data"
"passed","Tue Apr 09 14:18:56 IST 2024","Tue Apr 09 14:18:56 IST 2024","221","tests.unit.offline_study","test_offline_study","TestOfflineStudy","","","test_get_residue_mapping_details",""
"passed","Tue Apr 09 14:41:50 IST 2024","Tue Apr 09 14:41:59 IST 2024","8254","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test ProductWise SAL with ug unit of Productions on Equipments","This test case tests Production wise SAL when Unit is ug for All Criteria in Policy is selected for each Production mapped to Equipment"
"passed","Tue Apr 09 14:18:23 IST 2024","Tue Apr 09 14:18:25 IST 2024","2677","tests.unit.audit_portal","test_audit_portal","TestAuditPortal","","","Download the master data snapshot report","This test case test Api to download the newly generated master data snapshot report"
"passed","Tue Apr 09 14:09:33 IST 2024","Tue Apr 09 14:10:27 IST 2024","53444","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Submit the protocol to review and approve when the default unit is sqin and l","This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve when the default unit is sqin and l"
"passed","Tue Apr 09 13:17:34 IST 2024","Tue Apr 09 13:18:26 IST 2024","52371","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspcetion_custom","TestInspectionMultiProductionProtocolCustom","","","Create Inspection on Equipment & Validate the conductivity Residue Verification conductivity Samples for custom limits","This test case tests API to create an inspection on equipment and validate the conductivity residue verification conductivity samples for custom limits"
"passed","Tue Apr 09 13:04:31 IST 2024","Tue Apr 09 13:04:43 IST 2024","11805","tests.scenarios","test_nitrosamine_chemical_limits","TestNitrosamineChemicalSampleLimit","","","Test the swab & rinse limit of Nitrosamine map to production","This test case test the swab & rinse sample limit of Nitrosamine map with production whenswab & rinse sample unit is in ug/ml"
"passed","Tue Apr 09 13:53:08 IST 2024","Tue Apr 09 13:53:21 IST 2024","13500","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for split","This test case tests API to Create Protocol microbial residue verification for split when select custom for both direct and Indirect"
"failed","Tue Apr 09 14:12:24 IST 2024","Tue Apr 09 14:12:25 IST 2024","1197","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for split","This test case tests API to Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for split"
"passed","Tue Apr 09 14:41:35 IST 2024","Tue Apr 09 14:41:41 IST 2024","6295","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test ProductWise Default SAL of Productions on Equipments","This test case tests Production wise SAL when Default Criteria in Policy is selected for all production mapped to Equipment"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate cleaning agents limit report","This test case test API to validate the generated cleaning agent report on audit portal with excel data"
"passed","Tue Apr 09 14:18:27 IST 2024","Tue Apr 09 14:18:28 IST 2024","986","tests.unit.change_assessment","test_cleaning_assessment","TestCleaningAssessment","","","Get All Cleaning Assessment","This test case tests API to get details of all cleaning assessment"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for Equipments","This test case test API to validate the master data snapshot report for equipments with excel file data"
"passed","Tue Apr 09 12:57:00 IST 2024","Tue Apr 09 12:57:10 IST 2024","9941","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is mg"
"passed","Tue Apr 09 13:15:55 IST 2024","Tue Apr 09 13:15:57 IST 2024","2136","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspcetion_custom","TestInspectionMultiProductionProtocolCustom","","","Create Inspection on Equipment & Validate the Bioburden Residue Verification Endotoxin Samplesfor custom SAL","This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples for custom SAL"
"passed","Tue Apr 09 13:40:01 IST 2024","Tue Apr 09 13:40:02 IST 2024","951","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqm_l","TestInspectionMultiProductionProtocolSqml","","","Create Inspection on Equipment & Validate the cleaning agent Residue Verification cleaning agent Samples for surface area sqm and volume as l","This test case tests API to create an inspection on equipment and validate the cleaning agent residue verification cleaning agent samples for surface area sqm and volume as l"
"failed","Tue Apr 09 14:02:15 IST 2024","Tue Apr 09 14:02:25 IST 2024","10153","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the cleaning agent residue verification final summary page for custom SAL","This test case tests API to Create Protocol for cleaning agent residue verification and validate the final summary details for custom SAL"
"skipped","Tue Apr 09 13:04:13 IST 2024","Tue Apr 09 13:04:13 IST 2024","0","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test SAL of Production for LD50 Criteria in API Facility","This test case tests SAL when LD50 Criteria in Policy is selected for each Equipment mapped to Production in API Facility"
"passed","Tue Apr 09 13:03:27 IST 2024","Tue Apr 09 13:03:32 IST 2024","5395","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test Equipment wise SAL for Dosage Criteria","This test case tests Equipment wise SAL when Dosage Criteria in Policy is selected for each Equipment mapped to Production"
"passed","Tue Apr 09 13:15:53 IST 2024","Tue Apr 09 13:15:55 IST 2024","1820","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspcetion_custom","TestInspectionMultiProductionProtocolCustom","","","Create Inspection on Equipment & Validate the Endotoxin Residue Verification Endotoxin Samples for custom SAL","This test case tests API to create an inspection on equipment and validate the Endotoxin residue verification Endotoxin samples for custom SAL"
"passed","Tue Apr 09 13:50:49 IST 2024","Tue Apr 09 13:51:03 IST 2024","14116","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for bioburden residue verification for split & select custom for both direct and indirect","This test case tests API to Create Protocol bioburden residue verification for split when select custom for both direct and Indirect"
"passed","Tue Apr 09 14:19:20 IST 2024","Tue Apr 09 14:19:20 IST 2024","117","tests.unit.settings","test_selection_criteria","TestSelectionCriteria","","","Add Worst Product Selection Criteria Details","This test case tests API to add worst production selection criteria"
"passed","Tue Apr 09 13:24:05 IST 2024","Tue Apr 09 13:24:37 IST 2024","32584","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & update the Cleaning agent Residue Verification details","This test case tests API to create an inspection on equipment and update the cleaning agentresidue verification details and save the inspection"
"passed","Tue Apr 09 14:18:05 IST 2024","Tue Apr 09 14:18:07 IST 2024","2013","tests.unit.audit_portal","test_audit_portal","TestAuditPortal","","","Generate the equipments limits report using equipment","This test case test API to generate the equipments limits report only using equipment"
"passed","Tue Apr 09 14:19:24 IST 2024","Tue Apr 09 14:19:24 IST 2024","197","tests.unit.user_management","test_user_management","TestUserManagement","","","Get All Users Details","This test case API to get all details of users available on CLEEN"
"failed","Tue Apr 09 14:11:08 IST 2024","Tue Apr 09 14:11:09 IST 2024","1245","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for split on sample limit and summary page","This test case tests API to Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for split on sample limit and summary page"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for microbial analytical method","This test case test API to validate the master data snapshot report for cleaning procedure with excel file data"
"failed","Tue Apr 09 14:12:05 IST 2024","Tue Apr 09 14:12:07 IST 2024","1606","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split","This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split"
"passed","Tue Apr 09 13:53:21 IST 2024","Tue Apr 09 13:53:28 IST 2024","7040","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal and custom bacterial of direct"
"passed","Tue Apr 09 13:00:15 IST 2024","Tue Apr 09 13:00:25 IST 2024","10088","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is mg & default surface area is sqin"
"passed","Tue Apr 09 13:48:55 IST 2024","Tue Apr 09 13:49:08 IST 2024","12930","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select based on policy for Endotoxin residue verification","This test case tests API to Create Protocol based on policy for endotoxin residue verification and select based on policy for direct and based on policy for indirect"
"passed","Tue Apr 09 13:50:10 IST 2024","Tue Apr 09 13:50:20 IST 2024","10022","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select custom for bioburden residue verification for non split","This test case tests API to Create Protocol custom for bioburden residue verification for non split"
